author,link,city,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,year_of_construction,living_meters,kitchen_meters,phone,district,street,underground,residential_complex
Whitewill Аренда,https://www.cian.ru/rent/flat/291574916/,Москва,rent,flat,4,4,4,180.0,350000,0,1917,160.0,9.0,79851451472,Мещанский,Варсонофьевский переулок,Кузнецкий мост,
Алена Михайловна Шамаева,https://www.cian.ru/rent/flat/291364251/,Москва,rent,flat,16,23,4,120.0,250000,0,2006,66.0,10.0,79623605320,Щукино,Расплетина,Октябрьское поле,
ДБЭСТ,https://www.cian.ru/rent/flat/292212852/,Москва,rent,flat,9,18,4,120.0,170000,0,2001,80.0,16.0,79623683919,Филевский парк,Кастанаевская,Филёвский парк,
Apple Real Estate,https://www.cian.ru/rent/flat/281159735/,Москва,rent,flat,3,10,4,150.0,258000,0,1997,83.0,20.0,79031122905,Якиманка,Малая Полянка,Полянка,
ID 106935888,https://www.cian.ru/rent/flat/291783330/,Москва,rent,flat,3,5,4,90.5,135000,0,1941,63.0,12.0,74954760059,Марфино,Кашенкин Луг,Фонвизинская,
ZAPAD REALTY - офис Маршала Жукова,https://www.cian.ru/rent/flat/292001634/,Москва,rent,flat,9,11,4,199.8,250000,50,1998,80.0,20.0,79859791862,Крылатское,Крылатские Холмы,Крылатское,
Intermark Real Estate,https://www.cian.ru/rent/flat/279056772/,Москва,rent,flat,7,7,4,256.0,330000,0,1998,135.0,13.0,79660342340,Арбат,Кривоарбатский переулок,Смоленская,
Центр Недвижимости плюс,https://www.cian.ru/rent/flat/285694016/,Москва,rent,flat,3,5,4,165.0,150000,30,1931,135.0,27.0,79645655810,Хамовники,Фрунзенская набережная,Парк Культуры,
Apple Real Estate,https://www.cian.ru/rent/flat/290932585/,Москва,rent,flat,4,6,4,173.0,350000,0,2001,99.0,18.0,79652359079,Пресненский,Скарятинский переулок,Баррикадная,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/289854376/,Москва,rent,flat,7,13,4,360.0,840000,0,2003,-1.0,-1.0,79099978986,Хамовники,1-й Неопалимовский переулок,Смоленская,
Apple Real Estate,https://www.cian.ru/rent/flat/283556630/,Москва,rent,flat,7,8,4,194.0,450000,0,1898,148.0,25.0,79154790627,Красносельский,Милютинский переулок,Лубянка,
Intermark Real Estate,https://www.cian.ru/rent/flat/279031719/,Москва,rent,flat,8,9,4,190.0,300000,0,-1,129.0,30.0,79168789151,Басманный,Подсосенский переулок,Курская,
Capital Mars,https://www.cian.ru/rent/flat/281958951/,Москва,rent,flat,3,5,4,97.0,180000,25,1957,60.0,14.0,79852259310,Пресненский,1-й Красногвардейский проезд,Деловой центр,
Penny Lane Realty,https://www.cian.ru/rent/flat/289514670/,Москва,rent,flat,14,17,4,155.0,180000,0,-1,90.0,15.0,79672012482,Якиманка,Шаболовка,Шаболовская,
Capital Mars,https://www.cian.ru/rent/flat/292224668/,Москва,rent,flat,8,8,4,104.0,170000,0,1934,74.0,14.0,79153006577,Басманный,Большой Златоустинский переулок,Лубянка,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/291111292/,Москва,rent,flat,5,5,4,275.0,700000,0,1907,-1.0,20.0,79163144006,Пресненский,Тверской бульвар,Тверская,
Capital Mars,https://www.cian.ru/rent/flat/292495533/,Москва,rent,flat,4,6,4,147.0,230000,0,1908,130.0,7.0,79804465977,Замоскворечье,Большая Ордынка,Новокузнецкая,
Apple Real Estate,https://www.cian.ru/rent/flat/291727279/,Москва,rent,flat,11,18,4,168.0,400000,0,2007,84.0,19.0,79852607280,Дорогомилово,Дохтуровский переулок,Студенческая,
Trust Realty,https://www.cian.ru/rent/flat/290840703/,Москва,rent,flat,2,4,4,220.0,400000,0,1917,-1.0,-1.0,79646305210,Тверской,переулок Столешников,Театральная,
Intermark Real Estate,https://www.cian.ru/rent/flat/290839757/,Москва,rent,flat,5,6,4,138.0,280000,0,1893,92.0,4.0,79164759134,Басманный,Маросейка,Китай-город,
GITA Realty,https://www.cian.ru/rent/flat/186726934/,Москва,rent,flat,9,12,4,134.0,230000,0,2010,94.0,15.0,79067075406,Раменки,Ломоносовский проспект,Университет,
Moscow Estate,https://www.cian.ru/rent/flat/292540207/,Москва,rent,flat,3,3,4,185.0,250000,0,1900,-1.0,-1.0,79850202858,Тверской,Петровский переулок,Пушкинская,
Вертикаль,https://www.cian.ru/rent/flat/291460865/,Москва,rent,flat,8,32,4,165.0,230000,0,2001,106.0,12.0,79647858049,Щукино,Авиационная,Щукинская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/287550335/,Москва,rent,flat,10,13,4,114.0,170000,0,2007,-1.0,-1.0,79099219160,Раменки,Дружбы,Ломоносовский проспект,
Apple Real Estate,https://www.cian.ru/rent/flat/282785739/,Москва,rent,flat,3,3,4,170.0,350000,0,1875,118.0,25.0,79197656863,Пресненский,Средний Кисловский переулок,Арбатская,
Intermark Real Estate,https://www.cian.ru/rent/flat/287981478/,Москва,rent,flat,9,28,4,123.0,140000,0,1999,-1.0,14.0,79660531236,Можайский,Можайское шоссе,Кунцевская,
Delight  Realty,https://www.cian.ru/rent/flat/283340826/,Москва,rent,flat,4,9,4,171.0,220000,0,1955,-1.0,12.0,79175775024,Тверской,Тверская,Пушкинская,
Whitewill Аренда,https://www.cian.ru/rent/flat/285383316/,Москва,rent,flat,3,4,4,150.0,350000,0,1917,93.0,25.0,79660610922,Хамовники,Пожарский переулок,Кропоткинская,
Trust Realty,https://www.cian.ru/rent/flat/292240655/,Москва,rent,flat,4,12,4,150.0,350000,0,2002,-1.0,-1.0,79660613065,Арбат,Малый Каковинский переулок,Кропоткинская,
Apple Real Estate,https://www.cian.ru/rent/flat/291592333/,Москва,rent,flat,5,5,4,182.0,500000,0,1913,104.0,30.0,79858735371,Пресненский,Большой Патриарший переулок,Пушкинская,
Intermark Real Estate,https://www.cian.ru/rent/flat/289123353/,Москва,rent,flat,5,7,4,162.0,350000,0,1914,85.0,22.0,79660531236,Тверской,Тверская,Маяковская,
Intermark Real Estate,https://www.cian.ru/rent/flat/276465339/,Москва,rent,flat,4,6,4,171.0,300000,0,2005,100.0,10.0,79671298300,Покровское-Стрешнево,Береговая,Стрешнево,
Chase R.E.S.,https://www.cian.ru/rent/flat/287481925/,Москва,rent,flat,6,31,4,190.0,210000,0,2006,105.0,20.0,79660626326,Проспект Вернадского,Ленинский проспект,Новаторская,
CROCUS ESTATE,https://www.cian.ru/rent/flat/291637053/,Москва,rent,flat,19,22,4,105.0,190000,0,2005,-1.0,-1.0,79645389120,Раменки,Минская,Минская,
Trust Realty,https://www.cian.ru/rent/flat/292295720/,Москва,rent,flat,6,17,4,182.0,330000,0,-1,-1.0,-1.0,79154621285,Раменки,Мосфильмовская,Ломоносовский проспект,
Trust Realty,https://www.cian.ru/rent/flat/290218675/,Москва,rent,flat,9,18,4,135.0,220000,0,2008,-1.0,-1.0,79030193911,Пресненский,Шмитовский проезд,Выставочная,
Capital Mars,https://www.cian.ru/rent/flat/290277710/,Москва,rent,flat,5,6,4,106.0,180000,0,1926,74.0,6.0,79175015568,Красносельский,Милютинский переулок,Сретенский бульвар,
Intermark Real Estate,https://www.cian.ru/rent/flat/292160012/,Москва,rent,flat,7,9,4,160.0,280000,0,2000,101.0,15.0,79104158059,Якиманка,Погорельский переулок,Полянка,
333980,https://www.cian.ru/rent/flat/291192056/,Москва,rent,flat,14,57,4,165.0,349000,0,2006,97.0,22.0,79057151989,Хорошевский,Чапаевский переулок,Сокол,
Capital Mars,https://www.cian.ru/rent/flat/281958192/,Москва,rent,flat,3,5,4,99.0,160000,0,1957,76.0,6.0,79660271580,Донской,2-й Верхний Михайловский проезд,Шаболовская,
Apple Real Estate,https://www.cian.ru/rent/flat/292491510/,Москва,rent,flat,6,18,4,187.0,330000,0,-1,60.0,12.0,79855891007,Раменки,Мосфильмовская,Минская,
Chase R.E.S.,https://www.cian.ru/rent/flat/285004563/,Москва,rent,flat,12,24,4,150.0,175000,0,2003,72.0,15.0,79858674013,Пресненский,3-я Красногвардейская,Выставочная,
Apple Real Estate,https://www.cian.ru/rent/flat/290460327/,Москва,rent,flat,14,16,4,166.0,350000,0,2006,96.0,21.0,79197654832,Хорошевский,Чапаевский переулок,Аэропорт,
Delight  Realty,https://www.cian.ru/rent/flat/288665258/,Москва,rent,flat,14,21,4,155.0,180000,0,2006,-1.0,15.0,79623657988,Якиманка,Шаболовка,Шаболовская,
Delight  Realty,https://www.cian.ru/rent/flat/275606981/,Москва,rent,flat,7,9,4,173.0,250000,0,1998,-1.0,13.0,79175775024,Тверской,3-я Тверская-Ямская,Белорусская,
Вертикаль,https://www.cian.ru/rent/flat/292543763/,Москва,rent,flat,4,5,4,159.0,280000,0,1996,103.0,14.0,79104309877,Мещанский,Цветной бульвар,Цветной бульвар,
Capital Mars,https://www.cian.ru/rent/flat/290407517/,Москва,rent,flat,1,14,4,95.0,110000,50,1999,70.0,6.0,79152968279,Митино,Барышиха,Митино,
Vmestate,https://www.cian.ru/rent/flat/287720121/,Москва,rent,flat,12,13,4,230.0,245000,0,1998,118.0,35.0,79651046716,Мещанский,Гиляровского,Сухаревская,
BOYKOV Company,https://www.cian.ru/rent/flat/288041385/,Москва,rent,flat,19,22,4,100.0,199000,0,2005,-1.0,18.0,79166409832,Раменки,Минская,Ломоносовский проспект,
Intermark Real Estate,https://www.cian.ru/rent/flat/286955327/,Москва,rent,flat,4,9,4,208.0,330000,0,1955,138.0,20.0,79104158059,Тверской,Тверская,Тверская,
Intermark Real Estate,https://www.cian.ru/rent/flat/291381215/,Москва,rent,flat,3,12,4,176.0,450000,0,2003,106.0,20.0,79104158059,Тверской,1-й Тверской-Ямской переулок,Маяковская,
Intermark Real Estate,https://www.cian.ru/rent/flat/292493696/,Москва,rent,flat,2,7,4,185.0,300000,0,2010,93.0,19.0,79660342340,Тверской,3-я Тверская-Ямская,Маяковская,
Whitewill Аренда,https://www.cian.ru/rent/flat/283437118/,Москва,rent,flat,2,5,4,120.0,230000,0,1906,77.0,8.0,79660610922,Пресненский,Большой Палашевский переулок,Тверская,
Intermark Real Estate,https://www.cian.ru/rent/flat/283552144/,Москва,rent,flat,3,7,4,185.0,300000,0,2010,97.0,15.0,79660342340,Тверской,3-я Тверская-Ямская,Маяковская,
Apple Real Estate,https://www.cian.ru/rent/flat/278471453/,Москва,rent,flat,4,9,4,185.0,676000,0,-1,104.0,16.0,79854415251,Хамовники,Остоженка,Парк Культуры,
BARNES International Realty,https://www.cian.ru/rent/flat/290865108/,Москва,rent,flat,3,3,4,180.0,350000,0,1870,-1.0,10.0,79168087053,Арбат,Арбат,,
Apple Real Estate,https://www.cian.ru/rent/flat/287210862/,Москва,rent,flat,16,25,4,146.0,230000,0,2000,52.0,12.0,79850615034,Можайский,Можайское шоссе,Кунцевская,
Intermark Real Estate,https://www.cian.ru/rent/flat/291704101/,Москва,rent,flat,4,5,4,173.0,350000,0,2001,89.0,10.0,79154371946,Пресненский,Скарятинский переулок,Баррикадная,
Chase R.E.S.,https://www.cian.ru/rent/flat/286064885/,Москва,rent,flat,5,6,4,120.0,150000,0,1904,90.0,10.0,79645643477,Тверской,Малая Дмитровка,Маяковская,
Trust Realty,https://www.cian.ru/rent/flat/285978153/,Москва,rent,flat,3,14,4,170.0,230000,0,2004,-1.0,-1.0,79091687953,Мещанский,Протопоповский переулок,Проспект Мира,
Premium Realty,https://www.cian.ru/rent/flat/288820543/,Москва,rent,flat,17,35,4,165.0,230000,0,2008,110.0,17.0,79660472284,Тропарево-Никулино,проспект Вернадского,Тропарёво,
Premium Realty,https://www.cian.ru/rent/flat/288820543/,Москва,rent,flat,17,35,4,165.0,230000,0,2008,110.0,17.0,79660472284,Тропарево-Никулино,проспект Вернадского,Тропарёво,
Alfa Forum Real Estate,https://www.cian.ru/rent/flat/291690072/,Москва,rent,flat,17,23,4,145.0,230000,0,2007,92.0,-1.0,79660593482,Сокол,Алабяна,Панфиловская,
Apple Real Estate,https://www.cian.ru/rent/flat/290707127/,Москва,rent,flat,5,6,4,206.0,650000,0,1998,142.0,15.0,79850608590,Хамовники,Остоженка,Парк Культуры,
BARNES International Realty,https://www.cian.ru/rent/flat/290865110/,Москва,rent,flat,17,17,4,340.0,350000,0,1910,-1.0,20.0,79168080173,Тверской,Новослободская,,
BARNES International Realty,https://www.cian.ru/rent/flat/290745818/,Москва,rent,flat,4,7,4,150.0,375000,0,2006,-1.0,10.0,79168080173,Пресненский,Большой Палашевский переулок,,
Liberty Estate,https://www.cian.ru/rent/flat/291917384/,Москва,rent,flat,15,17,4,115.0,130000,0,1998,-1.0,15.0,79660471735,Митино,Барышиха,Митино,
Владис,https://www.cian.ru/rent/flat/291330599/,Москва,rent,flat,10,14,4,95.0,85000,52,1997,75.0,13.0,79645672951,Рязанский,Волжский бульвар,Текстильщики,
Ирина Малышева,https://www.cian.ru/rent/flat/290885152/,Москва,rent,flat,7,9,4,170.0,220000,0,2003,140.0,12.0,79060519827,Южнопортовый,2-я Машиностроения,Дубровка,
Point Estate Город,https://www.cian.ru/rent/flat/283656401/,Москва,rent,flat,2,4,4,120.0,200000,0,1917,96.0,-1.0,79167845466,Пресненский,Большой Козихинский переулок,Пушкинская,
Дорогой Город,https://www.cian.ru/rent/flat/290657205/,Москва,rent,flat,5,7,4,108.5,120000,50,1995,75.0,14.0,79645389857,,,Коммунарка,
Алиса Громова,https://www.cian.ru/rent/flat/281860697/,Москва,rent,flat,22,34,4,124.0,145000,30,2008,74.0,34.0,79651964956,Аэропорт,Кочновский проезд,Гражданская,
Penny Lane Realty,https://www.cian.ru/rent/flat/291250625/,Москва,rent,flat,4,4,4,160.0,300000,0,1892,89.0,25.0,79653907654,Мещанский,Варсонофьевский переулок,Кузнецкий мост,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/278828705/,Москва,rent,flat,4,7,4,120.1,340000,0,1890,-1.0,14.0,79623639133,Пресненский,Тверской бульвар,Тверская,
Intermark Real Estate,https://www.cian.ru/rent/flat/266838689/,Москва,rent,flat,3,9,4,171.0,220000,0,1955,97.0,12.0,79164759134,Тверской,Тверская,Тверская,
Intermark Real Estate,https://www.cian.ru/rent/flat/290829355/,Москва,rent,flat,2,8,4,182.0,450000,0,2005,125.0,-1.0,79671298300,Хамовники,1-й Зачатьевский переулок,Кропоткинская,
Apple Real Estate,https://www.cian.ru/rent/flat/285900432/,Москва,rent,flat,13,30,4,180.0,280000,0,-1,90.0,18.0,79651036338,Раменки,Мосфильмовская,Минская,
Intermark Real Estate,https://www.cian.ru/rent/flat/268872145/,Москва,rent,flat,6,17,4,212.0,350000,0,1998,165.0,10.0,79660342340,Арбат,Новый Арбат,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/291315846/,Москва,rent,flat,10,15,4,230.0,270000,0,1997,186.0,14.0,79852436403,Пресненский,Зоологическая,Баррикадная,
Intermark Real Estate,https://www.cian.ru/rent/flat/284610072/,Москва,rent,flat,15,57,4,196.0,280000,0,2006,96.0,22.0,79660313562,Хорошевский,Чапаевский переулок,Аэропорт,
Capital Mars,https://www.cian.ru/rent/flat/292146593/,Москва,rent,flat,11,17,4,140.0,200000,0,2005,78.0,23.0,79660638234,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,
Intermark Real Estate,https://www.cian.ru/rent/flat/279652073/,Москва,rent,flat,3,5,4,145.0,350000,0,1917,87.0,25.0,79672086536,Хамовники,Пожарский переулок,Кропоткинская,
Вертикаль,https://www.cian.ru/rent/flat/292542280/,Москва,rent,flat,3,5,4,208.0,280000,0,1996,106.0,12.0,79104309877,Мещанский,Цветной бульвар,Трубная,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/270837286/,Москва,rent,flat,4,5,4,205.0,550000,0,2004,150.0,-1.0,79099978986,Арбат,переулок Плотников,Смоленская,
Intermark Real Estate,https://www.cian.ru/rent/flat/285947627/,Москва,rent,flat,3,14,4,170.0,230000,0,2004,85.0,16.0,79169952310,Мещанский,Протопоповский переулок,Проспект Мира,
Intermark Real Estate,https://www.cian.ru/rent/flat/291218038/,Москва,rent,flat,4,13,4,156.0,350000,0,2002,85.0,14.0,79164759134,Арбат,Малый Каковинский переулок,Смоленская,
Kalinka Group,https://www.cian.ru/rent/flat/228327799/,Москва,rent,flat,2,4,4,220.0,400000,0,1917,-1.0,60.0,79854274454,Тверской,переулок Столешников,Чеховская,
Apple Real Estate,https://www.cian.ru/rent/flat/291377711/,Москва,rent,flat,3,12,4,176.0,450000,0,2003,106.0,20.0,79850608590,Тверской,1-й Тверской-Ямской переулок,Маяковская,
Славянский Двор Остоженка,https://www.cian.ru/rent/flat/287253372/,Москва,rent,flat,9,11,4,130.0,350000,0,1958,90.0,25.0,79154331109,Арбат,Новинский бульвар,Смоленская,
Capital Mars,https://www.cian.ru/rent/flat/291007775/,Москва,rent,flat,6,34,4,165.0,150000,25,2008,95.0,15.0,79660541127,Аэропорт,Кочновский проезд,Гражданская,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/290781345/,Москва,rent,flat,16,22,4,205.0,280000,0,2004,150.0,20.0,79099978986,Раменки,Минская,Ломоносовский проспект,
Apple Real Estate,https://www.cian.ru/rent/flat/288407069/,Москва,rent,flat,3,6,4,160.0,250000,0,2002,56.0,22.0,79150740989,Хамовники,Остоженка,Парк Культуры,
Whitewill Аренда,https://www.cian.ru/rent/flat/287890120/,Москва,rent,flat,3,7,4,176.0,390000,0,1914,119.0,20.0,79623615782,Пресненский,Никитский бульвар,Арбатская,
Ashtons International Realty,https://www.cian.ru/rent/flat/291193399/,Москва,rent,flat,4,6,4,150.0,230000,0,1908,135.0,9.0,79660592246,Замоскворечье,Большая Ордынка,Новокузнецкая,
Trust Realty,https://www.cian.ru/rent/flat/291842020/,Москва,rent,flat,3,12,4,176.0,450000,0,2003,-1.0,-1.0,79057153295,Тверской,1-й Тверской-Ямской переулок,Маяковская,
MHEstate,https://www.cian.ru/rent/flat/290103322/,Москва,rent,flat,34,40,4,180.0,500000,0,2006,80.0,20.0,79169721186,Хорошевский,Чапаевский переулок,Сокол,
BRIGHT ESTATE - городская недвижимость,https://www.cian.ru/rent/flat/288355245/,Москва,rent,flat,6,7,4,240.0,350000,0,1997,-1.0,32.0,79851378721,Раменки,Минская,,
EstateLiga,https://www.cian.ru/rent/flat/288758572/,Москва,rent,flat,14,21,4,160.0,180000,0,2006,130.0,20.0,79167253562,Якиманка,Шаболовка,Шаболовская,
Whitewill Аренда,https://www.cian.ru/rent/flat/287120759/,Москва,rent,flat,3,12,4,150.0,300000,0,2005,127.0,18.0,79670368780,Дорогомилово,Кутузовский проспект,Киевская,
BARNES International Realty,https://www.cian.ru/rent/flat/290532670/,Москва,rent,flat,34,37,4,177.3,500000,0,2006,-1.0,20.0,79168080173,Хорошевский,Чапаевский переулок,,
Vmestate,https://www.cian.ru/rent/flat/290108345/,Москва,rent,flat,4,10,4,150.0,250000,0,-1,110.0,16.0,79671363761,Сокольники,Большая Остроумовская,Сокольники,
Chase R.E.S.,https://www.cian.ru/rent/flat/286754731/,Москва,rent,flat,8,44,4,225.0,240000,0,2003,157.0,17.0,79858674013,Фили-Давыдково,Давыдковская,Славянский бульвар,
Point Estate Город,https://www.cian.ru/rent/flat/288273724/,Москва,rent,flat,5,7,4,140.0,270000,0,1999,112.0,-1.0,79855841360,Хамовники,1-й Зачатьевский переулок,Кропоткинская,
Apple Real Estate,https://www.cian.ru/rent/flat/272327505/,Москва,rent,flat,3,3,4,185.0,250000,0,1900,111.0,25.0,79150740989,Тверской,Петровский переулок,Чеховская,
Capital Mars,https://www.cian.ru/rent/flat/289012628/,Москва,rent,flat,3,22,4,193.0,220000,0,2000,92.0,24.0,79660531618,Фили-Давыдково,Рублевское шоссе,Кунцевская,
Chase R.E.S.,https://www.cian.ru/rent/flat/287410480/,Москва,rent,flat,1,4,4,136.0,180000,0,1914,69.0,22.0,79645642782,Арбат,Малый Каковинский переулок,Смоленская,
Apple Real Estate,https://www.cian.ru/rent/flat/291414690/,Москва,rent,flat,3,4,4,167.0,300000,0,2001,63.0,45.0,79636229726,Мещанский,переулок Большой Головин,Цветной бульвар,
FS PROPERTY,https://www.cian.ru/rent/flat/290997617/,Москва,rent,flat,2,8,4,182.0,450000,0,2005,125.0,20.0,79645547902,Хамовники,1-й Зачатьевский переулок,Парк Культуры,
Apple Real Estate,https://www.cian.ru/rent/flat/282548092/,Москва,rent,flat,2,5,4,250.0,300000,0,2002,120.0,15.0,79636229726,Покровское-Стрешнево,Береговая,Стрешнево,
Whitewill Аренда,https://www.cian.ru/rent/flat/291633595/,Москва,rent,flat,7,9,4,160.0,280000,0,2000,102.0,16.0,79851518257,Якиманка,Погорельский переулок,Полянка,
АЛЬФА,https://www.cian.ru/rent/flat/292294005/,Москва,rent,flat,5,25,4,180.0,240000,0,1998,150.0,15.0,79645381495,Пресненский,Зоологическая,Краснопресненская,
Delight  Realty,https://www.cian.ru/rent/flat/292148609/,Москва,rent,flat,7,17,4,134.0,220000,0,1998,-1.0,8.0,79164423390,Арбат,Новый Арбат,Смоленская,
Point Estate Город,https://www.cian.ru/rent/flat/289521228/,Москва,rent,flat,4,12,4,150.0,230000,0,-1,120.0,-1.0,79623675738,Сокольники,Большая Остроумовская,Сокольники,
Intermark Real Estate,https://www.cian.ru/rent/flat/278417415/,Москва,rent,flat,16,25,4,156.0,250000,0,-1,80.0,15.0,79671298300,Можайский,Можайское шоссе,Кунцевская,
Apple Real Estate,https://www.cian.ru/rent/flat/288223026/,Москва,rent,flat,2,5,4,180.0,280000,0,1910,120.0,18.0,79100842814,Пресненский,Вспольный переулок,Баррикадная,
Intermark Real Estate,https://www.cian.ru/rent/flat/281678154/,Москва,rent,flat,3,3,4,170.0,350000,0,1875,83.0,35.0,79671298300,Пресненский,Средний Кисловский переулок,Арбатская,
Point Estate Город,https://www.cian.ru/rent/flat/285870345/,Москва,rent,flat,4,6,4,175.0,200000,0,2003,140.0,-1.0,79623675738,Крылатское,Осенняя,Крылатское,
Intermark Real Estate,https://www.cian.ru/rent/flat/291164582/,Москва,rent,flat,5,7,4,150.0,190000,0,1917,103.0,5.0,79104158059,Арбат,Большая Молчановка,Арбатская,
BARNES International Realty,https://www.cian.ru/rent/flat/291360920/,Москва,rent,flat,14,57,4,166.0,350000,0,2006,-1.0,22.0,79168087053,Хорошевский,Чапаевский переулок,Сокол,
Whitewill Аренда,https://www.cian.ru/rent/flat/286163486/,Москва,rent,flat,9,18,4,150.0,220000,0,2008,87.0,18.0,79623615782,Пресненский,Шмитовский проезд,Шелепиха,
Apple Real Estate,https://www.cian.ru/rent/flat/289232537/,Москва,rent,flat,5,11,4,185.0,400000,0,2002,104.0,20.0,79652748619,Тверской,Страстной бульвар,Чеховская,
Capital Mars,https://www.cian.ru/rent/flat/289910042/,Москва,rent,flat,9,17,4,100.0,118000,50,1996,55.0,20.0,79161643629,Кунцево,Рублевское шоссе,Кунцевская,
Apple Real Estate,https://www.cian.ru/rent/flat/287206040/,Москва,rent,flat,4,8,4,150.0,375000,0,2006,105.0,12.0,79057166993,Пресненский,Большой Палашевский переулок,Пушкинская,
NF Group - ex-Knight Frank Russia,https://www.cian.ru/rent/flat/292083299/,Москва,rent,flat,11,18,4,161.0,400000,0,2007,-1.0,-1.0,79163144006,Дорогомилово,Дохтуровский переулок,Студенческая,
Kalinka Group,https://www.cian.ru/rent/flat/291099683/,Москва,rent,flat,4,9,4,204.0,1000000,0,2014,-1.0,-1.0,79854274454,Хамовники,Погодинская,Фрунзенская,
Capital Mars,https://www.cian.ru/rent/flat/285317065/,Москва,rent,flat,8,50,4,144.0,200000,0,2004,98.0,18.0,79160753640,Раменки,Мосфильмовская,Ломоносовский проспект,
Capital Mars,https://www.cian.ru/rent/flat/292146566/,Москва,rent,flat,14,15,4,210.0,230000,0,1997,130.0,20.0,79167400523,Пресненский,Зоологическая,Баррикадная,
OXE CAPITAL - Элитная Недвижимость,https://www.cian.ru/rent/flat/291197181/,Москва,rent,flat,7,9,4,125.0,200000,0,1979,-1.0,12.0,79851509216,Арбат,Большой Афанасьевский переулок,Арбатская,
Delight  Realty,https://www.cian.ru/rent/flat/288096913/,Москва,rent,flat,5,5,4,215.0,580000,0,2004,-1.0,70.0,79164423390,Арбат,переулок Плотников,Смоленская,
Apple Real Estate,https://www.cian.ru/rent/flat/278395991/,Москва,rent,flat,3,5,4,143.0,350000,0,1917,87.0,25.0,79858735371,Хамовники,Пожарский переулок,Кропоткинская,
Whitewill Аренда,https://www.cian.ru/rent/flat/288374665/,Москва,rent,flat,3,6,4,150.0,500000,0,2009,100.0,10.0,79684728732,Тверской,Петровский бульвар,Трубная,
Практик,https://www.cian.ru/rent/flat/284900830/,Москва,rent,flat,7,16,4,160.0,170000,0,2002,112.0,23.0,79857126182,Очаково-Матвеевское,Нежинская,Давыдково,
Intermark Real Estate,https://www.cian.ru/rent/flat/278965737/,Москва,rent,flat,15,57,4,223.0,349000,0,2006,115.0,35.0,79154371946,Хорошевский,Чапаевский переулок,Аэропорт,
Ashtons International Realty,https://www.cian.ru/rent/flat/288810961/,Москва,rent,flat,11,19,4,140.0,220000,0,2005,78.0,23.0,79660592246,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,
Capital Mars,https://www.cian.ru/rent/flat/292185395/,Москва,rent,flat,5,25,4,175.0,240000,0,1998,91.0,18.0,79859630885,Пресненский,Зоологическая,Баррикадная,
Ashtons International Realty,https://www.cian.ru/rent/flat/271715623/,Москва,rent,flat,3,12,4,180.0,450000,0,2003,-1.0,-1.0,79660592246,Тверской,1-й Тверской-Ямской переулок,Маяковская,
Apple Real Estate,https://www.cian.ru/rent/flat/286731885/,Москва,rent,flat,10,11,4,230.0,270000,0,1997,125.0,15.0,79652748619,Пресненский,Зоологическая,Баррикадная,
Slava Realty,https://www.cian.ru/rent/flat/291153860/,Москва,rent,flat,8,50,4,144.0,200000,0,-1,98.0,18.0,79660560597,Раменки,Мосфильмовская,Ломоносовский проспект,
Penny Lane Realty,https://www.cian.ru/rent/flat/288667370/,Москва,rent,flat,19,25,4,100.0,199000,0,2005,48.0,15.0,79852732461,Раменки,Минская,Ломоносовский проспект,
Apple Real Estate,https://www.cian.ru/rent/flat/292232214/,Москва,rent,flat,9,18,4,133.0,220000,0,2008,87.0,18.0,79660399138,Пресненский,Шмитовский проезд,Деловой центр,
MERSI,https://www.cian.ru/rent/flat/283761740/,Москва,rent,flat,2,5,4,250.0,300000,0,2002,190.0,-1.0,79660621004,Покровское-Стрешнево,Береговая,Тушинская,
Apple Real Estate,https://www.cian.ru/rent/flat/289968417/,Москва,rent,flat,6,15,4,170.0,400000,0,2000,137.0,20.0,79652748619,Пресненский,Зоологическая,Баррикадная,
Capital Mars,https://www.cian.ru/rent/flat/292146559/,Москва,rent,flat,4,4,4,123.0,220000,0,1901,93.0,10.0,79683359706,Басманный,Покровка,Чистые пруды,
Penny Lane Realty,https://www.cian.ru/rent/flat/288666778/,Москва,rent,flat,6,32,4,165.0,150000,0,2008,87.0,12.0,79852732461,Аэропорт,Кочновский проезд,Гражданская,
Trust Realty,https://www.cian.ru/rent/flat/285382182/,Москва,rent,flat,8,43,4,200.0,220000,0,2003,-1.0,-1.0,79154621285,Фили-Давыдково,Давыдковская,Славянский бульвар,
Intermark Real Estate,https://www.cian.ru/rent/flat/291740048/,Москва,rent,flat,14,57,4,165.0,350000,0,2006,100.0,20.0,79660615643,Хорошевский,Чапаевский переулок,Аэропорт,
